index,name,rating,author_title,review_text,review_rating,date,language,negative,neutral,positive,bigrams_lemmatized,trigrams_lemmatized
11,Lost Weekend,4.4,Sagi W,"['wifi', '    ', 'owner', 'aware', 'like', 'care', '    ', 'shame', ' ']",1.0,2023-09-10,en,0.957755208015442,0.0329095274209976,0.0093353046104311,"['wifi', 'owner', 'aware', 'care', 'shame']","['wifi', 'owner', 'aware', 'care', 'shame']"
12,Lost Weekend,4.4,Silvia Amighini,"['cool', 'spot', ' ', 'service', 'ok', ' ', 'know', 'suppose', 'bring', 'ready', '  ', 'price', 'accord', ' ', 'market', '  ', 'good', 'vegan', 'sandwich', ' ', 'matcha', 'latte', 'ok']",3.0,2023-09-07,en,0.1577825248241424,0.3123965859413147,0.5298208594322205,"['cool_spot', 'service', 'ready', 'price', 'accord', 'market', 'good', 'vegan_sandwich', 'matcha_latte', 'ok']","['cool_spot', 'service', 'ready', 'price', 'accord', 'market', 'good', 'vegan_sandwich', 'matcha_latte', 'ok']"
14,Lost Weekend,4.4,Nick A,"['lively', ' ', 'great', 'price', ' ', 'perfect', 'location', 'grab', 'work', ' ', 'night', 'convert', 'venue', 'spot', 'live', 'music', ' ', 'like', 'come', 'visit']",5.0,2023-08-27,en,0.0171648692339658,0.0908682122826576,0.8919668793678284,"['lively', 'great', 'price', 'perfect_location', 'grab', 'work', 'night', 'convert', 'venue', 'spot', 'live_music', 'come_visit']","['lively', 'great', 'price', 'perfect_location', 'grab', 'work', 'night', 'convert', 'venue', 'spot', 'live_music', 'come_visit']"
15,Lost Weekend,4.4,Stanislav Andreev,"['nice', 'spot', 'cocktail', ' ', 'warm', 'indoor', ' ', 'outdoor', 'seating', 'available', ' ', 'excellent', ' ', 'aperol', 'decent', '  ', 'red', 'wine', 'par']",4.0,2023-08-27,en,0.0477577149868011,0.1063109189271926,0.845931351184845,"['nice_spot', 'cocktail', 'warm', 'indoor', 'outdoor_seating', 'available', 'excellent', 'aperol', 'decent', 'red', 'wine', 'par']","['nice_spot', 'cocktail', 'warm', 'indoor', 'outdoor_seating_available', 'excellent', 'aperol', 'decent', 'red', 'wine', 'par']"
16,Lost Weekend,4.4,Nicole N.,"['Vegan', 'Super', 'Lecker']",5.0,2023-08-26,de,0.0273192059248685,0.0647593662142753,0.9079214930534364,"['Vegan', 'Super_Lecker']","['Vegan', 'Super_Lecker']"
17,Lost Weekend,4.4,Miguel Fernandez,"['amazing', 'feeling', ' ', 'university', 'bar', ' ', 'alternative', ' ', 'inclusive', ' ', 'mix', 'event', 'offer', 'kind', 'people']",5.0,2023-08-24,en,0.0434123165905475,0.1193119958043098,0.8372756838798523,"['amazing', 'feeling', 'university', 'bar', 'alternative', 'inclusive', 'mix', 'event', 'kind', 'people']","['amazing', 'feeling', 'university', 'bar', 'alternative', 'inclusive', 'mix', 'event', 'kind', 'people']"
18,Lost Weekend,4.4,Siran,"['stay', 'long', 'want', 'stuff', ' ', 'provide', 'bother', 'crowd', 'noise', ' ', 'atmosphere', 'cozy', 'contemporary']",4.0,2023-08-24,en,0.1788832545280456,0.3679951727390289,0.4531215131282806,"['long', 'stuff', 'bother', 'crowd', 'noise', 'atmosphere', 'cozy', 'contemporary']","['long', 'stuff', 'bother', 'crowd', 'noise', 'atmosphere', 'cozy', 'contemporary']"
19,Lost Weekend,4.4,V Y,"['happen', '„', 'student', 'vibe', ' ', 'maxvorstadt', ' ', 'open', 'stage', 'monday', ' ', 'open', 'mic', 'poetry', 'night', 'tuesday', ' ', 'latin', 'night', 'wednseday', ' ', 'today', ' ', 'thursday', ' ', 'comedy', 'night', ' ', 'grab', 'drink', ' ', 'fancy', ' ', 'immerse', 'atmosphere', ' ', 'laptop', 'labyrinth', 'daytime', 'people', 'nearby', 'lmu', 'try', 'work', ' ', 'study']",5.0,2023-08-24,en,0.2246383875608444,0.501971423625946,0.2733901739120483,"['student', 'vibe', 'maxvorstadt', 'open_stage', 'monday', 'open_mic', 'poetry', 'night', 'tuesday', 'latin_night', 'wednseday', 'today', 'thursday', 'grab_drink', 'fancy', 'immerse', 'atmosphere', 'laptop', 'labyrinth', 'daytime', 'people', 'nearby', 'lmu', 'work', 'study']","['student', 'vibe', 'maxvorstadt', 'open_stage', 'monday', 'open_mic', 'poetry', 'night', 'tuesday', 'latin_night', 'wednseday', 'today', 'thursday', 'grab_drink', 'fancy', 'immerse', 'atmosphere', 'laptop', 'labyrinth', 'daytime', 'people', 'nearby', 'lmu', 'work', 'study']"
20,Lost Weekend,4.4,Paul O,"['Mega', 'laden', 'Programm', 'fast']",5.0,2023-08-22,de,0.1212347969412803,0.322870522737503,0.5558946132659912,"['Mega', 'laden', 'Programm', 'fast']","['Mega', 'laden', 'Programm', 'fast']"
21,Lost Weekend,4.4,Carina Blömacher,"['Schönes', 'ambient', 'Kaffeespezialität', 'entkoffeinieren', 'verfügbar']",5.0,2023-08-21,de,0.0241789985448122,0.2481594532728195,0.7276616096496582,"['Schönes_ambient', 'Kaffeespezialität', 'verfügbar']","['Schönes_ambient', 'Kaffeespezialität', 'verfügbar']"
22,Lost Weekend,4.4,Jens,"['antikapitalistisch', 'Ausrichtung', 'Laden', 'Dorn', 'Auge', ' ', 'Kundschaft', 'möglichst', 'warten', 'lassen', 'scheinen', 'geschäftsmodells', ' ', 'Okay', ' ', 'Aufpreis', 'falls', 'togo', 'bestellen', ' ', 'bescheueren']",2.0,2023-08-08,de,0.8247454762458801,0.0943570584058761,0.0808974355459213,"['antikapitalistisch', 'Ausrichtung', 'Laden', 'Dorn', 'Auge', 'Kundschaft', 'möglichst', 'geschäftsmodells', 'Okay', 'Aufpreis', 'falls', 'Togo']","['antikapitalistisch', 'Ausrichtung', 'Laden', 'Dorn', 'Auge', 'Kundschaft', 'möglichst', 'geschäftsmodells', 'Okay', '_', 'Aufpreis', 'falls', 'Togo']"
23,Lost Weekend,4.4,Alexander Bachmaier,"['entspannt', 'Atmosphäre', ' ', 'überteuern']",4.0,2023-08-08,de,0.7536009550094604,0.1186993047595024,0.1276998221874237,['entspannt_Atmosphär'],['entspannt_Atmosphär']
25,Lost Weekend,4.4,Roman Ramseger,"['prinzip', '1ster', ' ', '033er', 'Helles', 'verkaufen']",1.0,2023-08-02,de,0.3583057224750519,0.5872389674186707,0.054455243051052,"['1ster', 'Helle']","['1ster', 'Helle']"
26,Lost Weekend,4.4,Vanessa Mesquita,"['morning', ' ', 'unable', 'hear', ' ', 'loud', 'music', ' ', 'socket', 'charge', 'computer', ' ', 'ok', ' ', 'maybe', 'good', '  ', 'employee', 'bad', 'mood']",1.0,2023-08-01,en,0.8866510987281799,0.0991861373186111,0.0141627937555313,"['morning', 'unable', 'loud_music', 'socket', 'charge', 'computer', 'maybe_good', 'employee']","['morning', 'unable', 'loud_music', 'socket', 'charge', 'computer', 'maybe_good', 'employee']"
27,Lost Weekend,4.4,Dilara HACIOĞLU,"['sweet', 'spot', 'vegan', 'option', 'flea', 'markt', 'hold', 'pretty', 'nice']",5.0,2023-07-31,en,0.0363132916390895,0.1502745449542999,0.8134121298789978,"['sweet', 'spot', 'vegan_option', 'flea', 'markt', 'pretty_nice']","['sweet', 'spot', 'vegan_option', 'flea', 'markt', 'pretty_nice']"
29,Lost Weekend,4.4,Özgür Deniz Akıncı,"['saturday', 'evening', 'good', 'night']",5.0,2023-07-30,en,0.0399295128881931,0.0768301710486412,0.883240282535553,"['good', 'night']","['good', 'night']"
30,Lost Weekend,4.4,Kirill Drozdov,"['update', ' ', 'amazing', 'network', 'people', '  ', 'love', 'kill', '  ', 'true', '🙂']",5.0,2023-07-27,en,0.0146460970863699,0.064292587339878,0.9210612773895264,"['amazing', 'network', 'people', 'love_kill', 'true', '🙂']","['amazing', 'network', 'people', 'love_kill', 'true', '🙂']"
31,Lost Weekend,4.4,Maritina Leontiou,"['love', ' ', 'day', ' ', 'study', ' ', 'work', 'vibe', ' ', 'good', 'student', 'socialising', ' ', 'good', 'atmosphere', 'good', 'drink', ' ', 'snack', ' ', 'affordable', 'price', ' ']",5.0,2023-07-26,en,0.0371779911220073,0.0930547565221786,0.8697673082351685,"['love', 'day', 'study', 'work', 'vibe', 'good', 'student', 'socialising', 'good_drink', 'snack', 'affordable', 'price']","['love', 'day', 'study', 'work', 'vibe', 'good', 'student', 'socialising', 'good_drink', 'snack', 'affordable', 'price']"
32,Lost Weekend,4.4,Andreas Unverdorben,"['coole', 'location']",5.0,2023-07-26,en,0.0626996681094169,0.1511376351118087,0.7861626744270325,['coole_location'],['coole_location']
33,Lost Weekend,4.4,Lukas Rudolph,"['versuchen', 'rauszufind', ' ', 'Personal', 'pflaumen', ' ', 'hey', '   ', 'nervig', 'Leute', 'reingehen', '  ', 'hab', 'Türschwelle', 'innen', 'blicken', 'Frage', 'umgeschauen', '  ', 'danke', 'freundlich', 'Begrüßung']",1.0,2023-07-26,de,0.5959904789924622,0.204080730676651,0.199928730726242,"['rauszufind', 'Personal', 'Hey', 'nervig', 'Leute', '_', 'hab', 'Türschwelle', 'innen', 'Frage', '_', 'dank', 'freundlich', 'Begrüßung']","['rauszufind', 'Personal', 'Hey', 'nervig', 'Leute', '_', 'hab', 'Türschwelle', 'innen', 'Frage', '_', 'dank', 'freundlich', 'Begrüßung']"
34,Lost Weekend,4.4,NiCation Youtube Channel (Nication.Foodie),"['Frage', 'iced', 'Latte', 'stellen', 'Servicekraft', 'antworten', 'drauf', ' ', 'verziehen', 'Gesicht', 'nerven', ' ', 'weiterhin', ' ', 'einfach', 'englisch', 'weiterrede', '    ', 'stellen', 'heraus', ' ', 'deutsch', 'verstehen', ' ', 'problem', ' ', 'einfach', 'englisch', 'kommunizieren', 'Kunde', 'anzuglotzen', 'selber', 'sprechen', 'versuchen']",2.0,2023-07-24,de,0.821824312210083,0.1555052399635315,0.0226703993976116,"['Frage', 'iced_Latte', 'Servicekraft', 'antworten', 'drauf', 'verzieh', 'Gesicht', 'nerv', 'weiterhin', 'einfach_englisch', 'Stelle', 'deutsch', 'Problem', 'einfach_englisch', 'kommunizieren', 'Kunde', 'selber']","['Frage', 'iced_Latte', 'Servicekraft', 'antworten', 'drauf', 'verzieh', 'Gesicht', 'nerv', 'weiterhin', 'einfach_englisch', 'Stelle', 'deutsch', 'Problem', 'einfach_englisch', 'kommunizieren', 'Kunde', 'selber']"
35,Lost Weekend,4.4,Waldemar Miller,"['laden', '2400', 'öffnen', 'servieren', '1900', '    ', 'schaden']",2.0,2023-07-19,de,0.916391372680664,0.0687774270772934,0.0148311769589781,"['öffnen', '_']","['öffnen', '_']"
36,Lost Weekend,4.4,Claudine Cu,"['good', 'vibe', ' ', 'small']",4.0,2023-07-18,en,0.1307859569787979,0.3398149609565735,0.5293990969657898,"['good_vibe', 'small']","['good_vibe', 'small']"
37,Lost Weekend,4.4,Jan Reisert,"['7', ' ', 'Flair', ' ', 'ambient', 'Mensch', ' ', 'angestellt', 'gäste', ' ', 'einfach', 'mega', ' ', 'kulinarisch', ' ', 'individuell', 'beschreiben', '     ', 'einzig', 'Manko', 'Wlan', ' ', 'gerne', 'arbeiten', 'Student', 'eduroam', 'Zugang', ' ', 'Verzweifle', 'regelmäßig', ' ', 'nachmittags', '  ', 'weshalb', 'aufhalen', ' ', 'gerne', 'ändern', '  ', 'Handy', 'hotspot', 'geben', ' ', 'zuletzt', 'hab', 'glatt', 'mobil', 'daten', 'aufgebraucht', ' ', 'schaffen', '    ', 'ordentlich', 'Internet', 'kosten', 'heutzutage', ' ', 'bitte', 'Fahrt', 'Leitung', ' ', 'lieben', ' ']",3.0,2023-07-13,de,0.4186116456985473,0.2521739602088928,0.3292144238948822,"['Flair', 'ambient', 'Mensch', 'gäste', 'einfach', 'kulinarisch', 'individuell', '_', 'einzig', 'Manko', 'Wlan', 'gerne', 'arbeit', 'Student', 'eduroam', 'Zugang', 'Verzweifle', 'regelmäßig', 'nachmittags', 'gerne', 'Handy', 'zuletzt', 'Hab', 'glatt', 'mobil', 'daten', 'ordentlich', 'Internet', 'heutzutage', '_', 'bitte', 'Fahrt', 'Leitung']","['Flair', 'ambient', 'Mensch', 'gäste', 'einfach', 'kulinarisch', 'individuell', '_', 'einzig_Manko', 'Wlan', '_', 'gerne', 'arbeit', 'Student', 'eduroam', 'Zugang', 'Verzweifle', 'regelmäßig', '_', 'nachmittags', '_', 'gerne', 'Handy', '_', 'zuletzt', 'Hab', 'glatt', 'mobil', 'daten', 'ordentlich', 'Internet', 'heutzutage', '_', 'bitte', 'Fahrt', 'Leitung']"
38,Lost Weekend,4.4,Tom Fritz,"['extrem', 'ineffizient', 'Personal', ' ', 'warten', 'circa', '15', '20', 'Minute', 'schlangen', ' ', ' ', 'Bedienung', ' ', 'gleichzeitig', 'arbeitend', 'Mitarbeiter', ' ', 'kaffen', 'gleichzeitig', ' ', 'einzeln', 'dauern', 'Minute', ' ', 'erstmal', 'maschin', 'Putz', 'null', 'nächster', 'Bestellung', ' ', 'anstatt', 'mehrere', 'Kunde', 'gleichzeitig', 'riesig', 'Maschine', ' ', 'nervenzerreibend', '  ', 'eigentlich', 'Gebäck', ' ', 'Sicht', 'Betreiber', 'unverständlich', ' ', 'Umsatz', 'entgehen']",1.0,2023-07-10,de,0.6460539102554321,0.2987442016601562,0.0552018471062183,"['extrem', 'ineffizient', 'Personal', 'circa', '20_Minut', 'Bedienung', 'gleichzeitig', 'arbeitend', 'Mitarbeiter', 'gleichzeitig', 'einzeln', 'Minute', 'erstmal', 'maschin', 'Putz', 'nächster', 'Bestellung', 'Kunde', 'gleichzeitig', 'riesig', 'Maschine', 'nervenzerreibend', 'eigentlich', 'Gebäck', 'Sicht', 'Betreiber', 'unverständlich', 'Umsatz']","['extrem', 'ineffizient', 'Personal', 'circa', '20_Minut', 'Bedienung', 'gleichzeitig', 'arbeitend', 'Mitarbeiter', 'gleichzeitig', 'einzeln', 'Minute', 'erstmal', 'maschin', 'Putz', 'nächster', 'Bestellung', 'Kunde', 'gleichzeitig', 'riesig', 'Maschine', 'nervenzerreibend', 'eigentlich', 'Gebäck', 'Sicht', 'Betreiber', 'unverständlich', 'Umsatz']"
39,Lost Weekend,4.4,Mathe Mann,"['Coole', 'Event', ' ', 'Lovers', 'Dragshow', ' ', 'Event', 'Cool', ' ', 'definitiv', ' ', 'sehen', ' ', 'voll', '    ', 'nett', 'vegan', 'Option', ' ', 'ziemlich', 'teuer']",4.0,2023-07-04,de,0.4227758347988128,0.2036552727222442,0.3735688924789428,"['Lover', 'Dragshow', 'Event', 'Cool', 'definitiv', 'Nett', 'vegan_Option', 'Ziemlich_teuer']","['Lover', 'Dragshow', 'Event', 'Cool', 'definitiv', 'Nett', 'vegan_Option', 'Ziemlich_teuer']"
40,Lost Weekend,4.4,Gregory Schröder,"['busy', ' ', 'cool', 'university', 'atmosphere', ' ', 'people', 'laptop', ' ', 'self', ' ', 'service', ' ', 'vegan', ' ', 'nice', ' ', 'cake', 'small']",5.0,2023-07-02,en,0.072228766977787,0.3244050443172455,0.6033661961555481,"['busy', 'cool', 'university', 'atmosphere', 'self', 'service', 'nice', 'cake', 'small']","['busy', 'cool', 'university', 'atmosphere', 'self', 'service', 'nice', 'cake', 'small']"
41,Lost Weekend,4.4,NEO WONG,"['nice', 'self', ' ', 'serve']",3.0,2023-06-26,en,0.1004693508148193,0.1491421908140182,0.750388503074646,"['nice', 'self']","['nice', 'self']"
42,Lost Weekend,4.4,Natascha Plac.,"['viben', 'laden', 'obwohl', 'besuchen', ' ', 'Essen', 'komplett', 'Vegan', ' ', 'Super', ' ', 'besonderer', ' ', 'Wraps', ' ', 'sandwich', 'kuchen', '  ', 'Angebot', 'deutlich', ' ', 'best', 'vegan', 'Philly', 'Cheese', 'sandwich', ' ']",4.0,2023-06-25,de,0.103038340806961,0.1454065591096878,0.7515551447868347,"['besuch', 'essen', 'komplett', 'Vegan', 'Super', 'besonderer', 'Wraps', 'sandwich', 'kuch', 'Angebot', 'deutlich', 'vegan', 'Philly', 'Cheese', 'sandwich']","['essen', 'komplett', 'Vegan', 'Super', 'besonderer', 'Wraps', 'sandwich', 'kuch', 'Angebot', 'deutlich', 'vegan', 'Philly', 'Cheese', 'sandwich']"
