index,name,rating,author_title,review_text,review_rating,date,language,negative,neutral,positive
11,Lost Weekend,4.4,Sagi W,"no wifi.
the owner aware of that but seems like they don’t care.
shame. go elsewhere.",1.0,2023-09-10,en,0.9577552080154419,0.03290952742099762,0.009335304610431194
12,Lost Weekend,4.4,Silvia Amighini,very cool coffee spot. the service was just ok. got my order and did not know if they were supposed to bring it to me or they just called me when it was ready. they did neither. prices according to the “market”. good vegan sandwiches. matcha latte was ok.,3.0,2023-09-07,en,0.15778252482414246,0.3123965859413147,0.5298208594322205
14,Lost Weekend,4.4,Nick A,"very lively, great prices. the perfect location to grab a coffee and get some work done. some nights it also converts into a venue spot with live music. i always like to come to visit.",5.0,2023-08-27,en,0.017164869233965874,0.09086821228265762,0.8919668793678284
15,Lost Weekend,4.4,Stanislav Andreev,"nice spot for coffee and cocktails! while it was too warm indoors, they had outdoor seating available. the coffee was excellent, and their aperol was quite decent. however, the red wine wasn't up to par.",4.0,2023-08-27,en,0.04775771498680115,0.10631091892719269,0.845931351184845
16,Lost Weekend,4.4,Nicole N.,alles vegan und super lecker!,5.0,2023-08-26,de,0.027319205924868584,0.06475936621427536,0.9079214930534363
17,Lost Weekend,4.4,Miguel Fernandez,"amazing feeling, university bar, very alternative, very inclusive, very mix with the events offer and all kinds of people",5.0,2023-08-24,en,0.04341231659054756,0.11931199580430984,0.8372756838798523
18,Lost Weekend,4.4,Siran,"you could stay as long as you want doing your stuff, provided that you’re not bothered by the crowd and the noise! i would say the atmosphere is cozy and contemporary.",4.0,2023-08-24,en,0.17888325452804565,0.36799517273902893,0.45312151312828064
19,Lost Weekend,4.4,V Y,"a happening „student vibe“ place in maxvorstadt. it’s either an open stage on monday, or an open mic poetry night on tuesday, or latin night on wednseday. today (thursday) was comedy night. a place to grab a drink (nothing fancy) and immerse in atmosphere. a laptop labyrinth in the daytime as people from nearby lmu try to work/study here.",5.0,2023-08-24,en,0.22463838756084442,0.501971423625946,0.27339017391204834
20,Lost Weekend,4.4,Paul O,mega laden mit programm für fast jeden tag,5.0,2023-08-22,de,0.12123479694128036,0.32287052273750305,0.5558946132659912
21,Lost Weekend,4.4,Carina Blömacher,schönes ambiente und alle kaffeespezialitäten auch entkoffeiniert verfügbar.,5.0,2023-08-21,de,0.024178998544812202,0.24815945327281952,0.7276616096496582
22,Lost Weekend,4.4,Jens,"die antikapitalistische ausrichtung des ladens war mir schon immer ein dorn im auge. die kundschaft möglichst lange warten zu lassen scheint teil des geschäftsmodells zu sein. kaffee okay, aufpreis falls man to-go bestellt. bescheuert.",2.0,2023-08-08,de,0.8247454762458801,0.09435705840587616,0.08089743554592133
23,Lost Weekend,4.4,Alexander Bachmaier,sehr guter kaffee bei entspannter atmosphäre. alles außer kaffee leider etwas überteuert,4.0,2023-08-08,de,0.7536009550094604,0.11869930475950241,0.1276998221874237
25,Lost Weekend,4.4,Roman Ramseger,"aus prinzip 1stern dafür, dass nur 0,33er helles verkauft wird...",1.0,2023-08-02,de,0.3583057224750519,0.5872389674186707,0.054455243051052094
26,Lost Weekend,4.4,Vanessa Mesquita,"i was there one morning. unable to hear a call. loud music, no socket to charge the computer. ok, so maybe it's a good coffee. neither, employees in a bad mood.",1.0,2023-08-01,en,0.8866510987281799,0.09918613731861115,0.014162793755531311
27,Lost Weekend,4.4,Dilara HACIOĞLU,sweet spot vegan options and the flea markt held was pretty nice :),5.0,2023-07-31,en,0.036313291639089584,0.15027454495429993,0.8134121298789978
28,Lost Weekend,4.4,clémence sparma,"petit café très agréable, leurs spritz sont délicieux tout comme leurs cookies. je recommande pour une petite pause lors de votre journée de visite dans la ville ou juste pour passer du temps entre amis. attention, ne pas venir aux heures de sortie des classes car c’est le point de rendez vous de nombreux étudiants et il peut y avoir un peu d’attente.",5.0,2023-07-31,fr,0.03923140838742256,0.08282826095819473,0.87794029712677
29,Lost Weekend,4.4,Özgür Deniz Akıncı,saturday evening here was the best night i’ve ever had in munich.,5.0,2023-07-30,en,0.03992951288819313,0.0768301710486412,0.883240282535553
30,Lost Weekend,4.4,Kirill Drozdov,"update: amazing place for networking with people. ""love kills"". that's true 🙂",5.0,2023-07-27,en,0.014646097086369991,0.06429258733987808,0.9210612773895264
31,Lost Weekend,4.4,Maritina Leontiou,"i love this place, i am going there every other day, to study, do some work or just vibe. it's the best place for student socialising, but also it has the best atmosphere and best drinks/snacks, in affordable prices. it's a must.",5.0,2023-07-26,en,0.03717799112200737,0.09305475652217865,0.8697673082351685
32,Lost Weekend,4.4,Andreas Unverdorben,coole location,5.0,2023-07-26,en,0.06269966810941696,0.15113763511180878,0.7861626744270325
33,Lost Weekend,4.4,Lukas Rudolph,"kurz vor neun und ich versuche rauszufinden ob schon offen ist -- personal pflaumt an ""hey wir sind nicht offen"" ... ""wie nervig wenn die leute schon reingehen"" (ich hab an der türschwelle nach innen geblickt und mich nach wem zum fragen umgeschaut). danke für die freundliche begrüßung.",1.0,2023-07-26,de,0.5959904789924622,0.204080730676651,0.19992873072624207
34,Lost Weekend,4.4,NiCation Youtube Channel (Nication.Foodie),"ich habe eine frage zu einer iced latte gestellt und die servicekraft antwortet nicht drauf, sondern verzieht das gesicht genervt. sie sagt auch weiterhin nichts, bis ich einfach auf englisch weiterrede.
es stellt sich also heraus, dass sie kein deutsch versteht. das ist auch gar kein problem, wenn sie dies einfach auf englisch kommunizieren würde statt den kunden anzuglotzen bis er es selber in anderen sprachen versucht.",2.0,2023-07-24,de,0.821824312210083,0.1555052399635315,0.022670399397611618
35,Lost Weekend,4.4,Waldemar Miller,für einen laden der bis 24:00 uhr geöffnet hat serviert man hier ab 19:00 uhr keinen kaffee mehr.  sehr schade.,2.0,2023-07-19,de,0.9163913726806641,0.0687774270772934,0.014831176958978176
36,Lost Weekend,4.4,Claudine Cu,good coffee and vibe. but small place.,4.0,2023-07-18,en,0.1307859569787979,0.3398149609565735,0.5293990969657898
37,Lost Weekend,4.4,Jan Reisert,"ich komme hier her seit ich vor 7 jahren nach münchen kam. flair, ambiente sowie die menschen dort (angestellte und gäste) sind einfach mega. kulinarisch, offen und individuell könnte man das lost weekend beschreiben.

einziges manko ist das wlan. nicht jeder der dort gerne arbeitet ist student und hat einen eduroam zugang. ich verzweifle regelmäßig (vor allem nachmittags) bei euch, weshalb ich mich kaum noch bei euch aufhalte, was ich allerdings gerne ändern würde. es kann nicht sein, dass ich mir mit dem handy einen hotspot geben muss. zuletzt hab ich glatt meine mobile daten aufgebraucht, was ich seit jahren nicht mehr geschafft hatte.
ordentliches internet kostet heutzutage kaum noch was. bitte fahrt die leitung hoch. alles liebe!!",3.0,2023-07-13,de,0.41861164569854736,0.2521739602088928,0.3292144238948822
38,Lost Weekend,4.4,Tom Fritz,"extrem ineffizientes personal! man wartet circa 15 bis 20 minuten in der schlange. jedes mal. die bedienung (nur einer von den vier gleichzeitig arbeitenden mitarbeitern) macht immer nur einen kaffe gleichzeitig. jeder einzelne dauert einige minuten zum machen. dann erstmal maschine putzen und es geht wieder von null los mit der nächsten bestellung. anstatt den kaffee für mehrere kunden gleichzeitig an der riesigen maschine zu machen! nervenzerreibend, vor allem, wenn man eigentlich nur ein gebäck möchte. auch aus sicht der betreiber muss das unverständlich sein, da einem dadurch viel umsatz entgeht.",1.0,2023-07-10,de,0.6460539102554321,0.29874420166015625,0.05520184710621834
39,Lost Weekend,4.4,Mathe Mann,"viele coole events, wie die lovers dragshow. die events sind zwar alle sehr cool, aber wenn man kleiner ist sollte man definitiv früher kommen, man sieht sonst nicht viel. es ist dann auch immer sehr voll.
es gibt viele nette vegane optionen, allerdings ist alles ziemlich teuer.",4.0,2023-07-04,de,0.42277583479881287,0.20365527272224426,0.37356889247894287
40,Lost Weekend,4.4,Gregory Schröder,"busy, cool university atmosphere. many people with laptop. self-service. everything vegan. coffee is nice, cake rather small.",5.0,2023-07-02,en,0.07222876697778702,0.3244050443172455,0.6033661961555481
41,Lost Weekend,4.4,NEO WONG,nice place self-serving,3.0,2023-06-26,en,0.10046935081481934,0.14914219081401825,0.750388503074646
42,Lost Weekend,4.4,Natascha Plac.,"an sich guter vibe im laden obwohl er immer sehr gut besucht ist. das essen ist komplett vegan, was super ist, allerdings nichts besonderes (wraps, sandwiches und kuchen). da war das angebot früher deutlich besser (bestes veganes philly cheese sandwich).",4.0,2023-06-25,de,0.10303834080696106,0.1454065591096878,0.7515551447868347
43,Lost Weekend,4.4,Hsuan,one of my favorite part in this city!,5.0,2023-06-25,en,0.02269379422068596,0.08239930123090744,0.8949069380760193
44,Lost Weekend,4.4,Hattie,all vegan! very studenty and busy so great atmosphere. plus there are organised events all the time :),5.0,2023-06-20,en,0.020369334146380424,0.11000517010688782,0.8696255683898926
45,Lost Weekend,4.4,Georgi Gialamas,"very cool spot, but the sign on the entrance „love kills capitalism“ doesn’t make any sense. the coffee is not for free. you have to pay money to get one.",3.0,2023-06-13,en,0.891285240650177,0.08398096263408661,0.024733779951930046
46,Lost Weekend,4.4,Berk ORAN,"exciting bar, i was suprised for the events when i first see",5.0,2023-06-11,en,0.19747543334960938,0.19363565742969513,0.6088888645172119
47,Lost Weekend,4.4,Arno Eggers,"guter kaffee, preis für münchen und die lage in ordnung aber natürlich hoch. alles in allem gemütlich aber nichts super besonderes.",4.0,2023-06-10,de,0.11608084291219711,0.21195635199546814,0.6719628572463989
48,Lost Weekend,4.4,Quinn Winters,"good hipster vibe and nice people who work there. the coffee is better than the average munich shop but not anything to write home about if you're a coffee snob. but the way they take and fulfill orders makes me knock off two stars of what would other wise by a 5 star review.

the pace of the employees preparing food and drinks is frustratingly slow and often the counter is so understaffed that they cannot delegate. in practice, this means that you have to wait for the person at the front of the line to order, pay and receive their order before the line can move forward. other coffee shops like man vs. machine have multiple people behind the bar so the line moves 2-3x faster than at lost weekend.

lost weekend is a good place to go if you are going to stay there all day to work, but if you walk by and poke your head in and the line is long, it's generally not worth the wait.",3.0,2023-06-10,en,0.5981081128120422,0.2602800726890564,0.14161179959774017
49,Lost Weekend,4.4,Petrus Gerryts,"kinda an interesting place, and always something different happening in this space. i love to pop in to see what’s up, and the staff are always super friendly.",5.0,2023-06-05,en,0.02349664457142353,0.0985303595662117,0.8779730200767517
50,Lost Weekend,4.4,Andreas Zoellner,wifi doesn’t work. staff doesn’t really care. don’t be fooled by all the people working on their laptops - they likely have access to the university wifi.,1.0,2023-06-05,en,0.8127005100250244,0.16473987698554993,0.02255963534116745
51,Lost Weekend,4.4,Julia Be.,"studentenkaffee mit sehr lieben barista-damen. es ist nicht allzu teuer und außerdem sehr gemütlich und hübsch eingerichtet, sehr einfach.
viele milch-alternativen zur verfügung.
jeden abend ein besonderes programm: comedy oder poetry slam......uvm",5.0,2023-05-24,de,0.07719197124242783,0.16941559314727783,0.7533923983573914
52,Lost Weekend,4.4,Alejandra,"the food and atmosphere is great 🤩
4€ for a banana bread to go though…",3.0,2023-05-16,en,0.055147938430309296,0.15778224170207977,0.7870697975158691
53,Lost Weekend,4.4,Aristide Guy,"cafétéria le midi, concerts le soir, le café est très convivial et la décoration particulièrement sympathique. les encas du midi sont très bons et plutôt généreux, les concerts amateues du soir magiques !",5.0,2023-05-08,fr,0.01398469228297472,0.03952537477016449,0.9464899301528931
54,Lost Weekend,4.4,Anastasia B,it’s a vibe einfach,5.0,2023-05-08,en,0.07387834042310715,0.38469892740249634,0.5414227247238159
55,Lost Weekend,4.4,natalie dudova,"we went to lost weekend to have a breakfast. half of the snack menu wasn’t ready yet, so we ended up getting a hummus wrap which wasn’t that bad, but i wouldn’t order it again. for drink we ordered elderflower and lavender tea, which turned out to be a disaster.. not only did it cost 4,5 euro and was made of some sort of sirup, definitely not herbs as we thought(it was very sweet for some reason) but it came in a glass. hot tea comes in mugs for a reason.. i couldn’t hold the glass properly and drinking it was very uncomfortable. the waitress forgot the tea order twice and served us a different flavour. all in all we’re not gonna be visiting lost weekend again.",2.0,2023-05-08,en,0.8550184369087219,0.10726100206375122,0.03772062808275223
56,Lost Weekend,4.4,Niloufar Taghizoghi,"i really enjoyed the lively and energetic atmosphere at the coffee shop, which was complemented by great coffee and delectable butter pretzels! the proximity to munich university meant that the place was bustling with young individuals, making it all the more enjoyable.",5.0,2023-05-07,en,0.029573954641819,0.09165307134389877,0.8787729740142822
57,Lost Weekend,4.4,Lorenz,nice place and good coffee as well. but for studying can’t recommend. it’s better suited for a quick drink or a break from studying.,5.0,2023-05-02,en,0.2062445878982544,0.2643861770629883,0.5293692946434021
58,Lost Weekend,4.4,Alma R.,"zufällig dran vorbei gegangen und sofort verliebt. haben uns sehr wohlgefühlt, super lecker, locker und gemütlich. und das beste: alles vegan 😍",5.0,2023-05-01,de,0.02166951261460781,0.051122035831213,0.9272084832191467
59,Lost Weekend,4.4,Irma Pobric,"i would give 10 stars if i could.
dear lost weekend team,
i want to give huge compliments on the service! i was there yesterday with a lot of friends and it was sooo many people and it looked like a super busy morning for you at the flea market but the drinks and food were delicious and service was fast and super friendly !!",5.0,2023-05-01,en,0.09812022745609283,0.12625207006931305,0.7756276726722717
60,Lost Weekend,4.4,Savannah Pearson,came here three times on our visit to munich! cool place with good coffee and vegan schnitzel sandwich 🤩,5.0,2023-04-26,en,0.02037130482494831,0.12039975076913834,0.8592289090156555
61,Lost Weekend,4.4,Boris Strochkov,"nice student place, sometimes too crowded",5.0,2023-04-26,en,0.6161524057388306,0.21669630706310272,0.1671513319015503
62,Lost Weekend,4.4,Nil Den,good energy from a big open space. very good music with students working around 👍🏼 average (vegan) food & coffee,4.0,2023-04-25,en,0.01666181907057762,0.114179328083992,0.8691588044166565
63,Lost Weekend,4.4,Henrik Mitsch,lost weekend is my favorite vegan café in munich.,5.0,2023-04-23,en,0.026282766833901405,0.13779263198375702,0.8359246253967285
64,Lost Weekend,4.4,Nikita Panyam,super friendly cafe for students to hangout and chill !!,5.0,2023-04-16,en,0.020423991605639458,0.1430695801973343,0.8365064263343811
65,Lost Weekend,4.4,Leonard Monni,great place to study while sipping a beer! food quality could be improved,4.0,2023-04-15,en,0.027797969058156013,0.09801966696977615,0.874182403087616
66,Lost Weekend,4.4,Ma Nu,gute stimmung und leckere drinks,5.0,2023-04-15,de,0.013507051393389702,0.08946657180786133,0.8970263004302979
67,Lost Weekend,4.4,Yvonne Liew,"food and drinks taste so-so.. not particularly comfortable or cosy. but if you’re a student looking for a place to sit and work on your laptop without too much pressure to keep ordering, this seems like the place for it.",2.0,2023-04-14,en,0.378166526556015,0.31199708580970764,0.30983638763427734
68,Lost Weekend,4.4,Jamie James,"sehr schönes, gemütliches ambiente. preise deutlich günstiger als in der restlichen umgebung, personal sehr freundlich.
allerdings immer gut besucht, also für große gruppen ungeeignet, alleine kann man glück haben.",5.0,2023-04-14,de,0.04348503053188324,0.08232611417770386,0.8741888999938965
69,Lost Weekend,4.4,hasene gulsah,"well, basically out-of-school vegan canteen🧋",4.0,2023-04-12,en,0.5584380626678467,0.38994085788726807,0.051621075719594955
70,Lost Weekend,4.4,Disha Makkar,"just perfect, cant help revisiting once you have been there. live bands, vibe, crowd all are great! only minus : the house wine - its funny, would not recommend to have that. seems like a low quality alcohol, i had rather have less quantity but better quality( its not the taste its the quality)",5.0,2023-04-09,en,0.3347899615764618,0.20003056526184082,0.4651793837547302
71,Lost Weekend,4.4,Serkan Atmaca,cool!,5.0,2023-04-07,en,0.12133467197418213,0.2400621920824051,0.638603150844574
72,Lost Weekend,4.4,Tom Catania,"this is probably one of the must-see cafés in munich. bustling with students, young artists and music, this place not only offers great, vegan sandwiches and high-quality coffee, tea and other drinks but also regularly hosts cultural events in the evening. even when just briefly visiting the city, when near the academic quarter or the english garden, i recommend giving this one a visit",5.0,2023-04-06,en,0.09062015265226364,0.2568737268447876,0.6525061726570129
73,Lost Weekend,4.4,Yesser,great coffee place to work. have to come early because places fill up very quickly.,5.0,2023-04-05,en,0.18089446425437927,0.25821951031684875,0.560886025428772
74,Lost Weekend,4.4,Lilly Koppitz,"bomben voll, den ganzen tag und tolle retro musik machen dieses cafe zu einem tollen treffpunkt.",5.0,2023-04-02,de,0.022896690294146538,0.07141312956809998,0.9056901335716248
75,Lost Weekend,4.4,Antonio Lacosta,great atmosphere and good coffee. the chocolate cake is a masterpiece!,5.0,2023-04-01,en,0.017049789428710938,0.045386407524347305,0.9375637769699097
76,Lost Weekend,4.4,andreas gegenfurtner,"das gemütliche café ist vorwiegend für „studentisch“ und bietet eine große auswahl an veganen gerichten und snacks. das personal ist freundlich und zuvorkommend und die preise sind moderat. was das lost weekend auch auszeichnet, ist die live-musik, die hier immer wieder aufgeführt wird.",4.0,2023-03-28,de,0.10078318417072296,0.3559350073337555,0.5432817935943604
77,Lost Weekend,4.4,Ármin Eszéky,very cool vibes in this place!,5.0,2023-03-27,en,0.012740734964609146,0.06744666397571564,0.9198125600814819
78,Lost Weekend,4.4,Angel Angel,great atmosphere. everything is vegan and tastes amazing.,5.0,2023-03-26,en,0.020324895158410072,0.06879419833421707,0.9108808636665344
79,Lost Weekend,4.4,Emin Buğra Saral,i am not sure what munich did to deserve lost weekend but it’s the place. :),5.0,2023-03-16,en,0.08085495978593826,0.19156315922737122,0.7275818586349487
80,Lost Weekend,4.4,Luis Wiedmann,sehr hippes cafe,5.0,2023-03-15,de,0.09166858345270157,0.2189030647277832,0.6894283294677734
81,Lost Weekend,4.4,Cornelius Binke,sehr nicer laden!!,5.0,2023-03-12,de,0.930185079574585,0.039934828877449036,0.029880106449127197
82,Lost Weekend,4.4,Magdalena Pancewicz,"what a great place! great service, great cocktails, tasty food, amazing vibe. it feels like much more than just a bar.",5.0,2023-03-05,en,0.01674112118780613,0.05272004380822182,0.9305387735366821
83,Lost Weekend,4.4,Madalina Petrean,"such a cool vibe. great music, atmosphere, you find here the mood for an amazing friday night. live concerts 💫",5.0,2023-03-05,en,0.011580218560993671,0.058451756834983826,0.929967999458313
84,Lost Weekend,4.4,Matthias Frerick,"modern und ambitioniert, damit sind die wichtigsten eigenschaften des cafés beschrieben. es geht vegan, ohne kompromis. der ort ist gefragt, daher kann es mal voll sein. den erfolg kann man aber dem café nicht vorwerfen.",5.0,2023-03-04,de,0.19938312470912933,0.4277569353580475,0.3728599548339844
85,Lost Weekend,4.4,Jasmin,"cooles veganes café, die croissants schmecken sehr gut und der café ist super!",4.0,2023-02-28,de,0.018880199640989304,0.06656219810247421,0.9145576357841492
86,Lost Weekend,4.4,Antonia Klocker,"coole atmosphäre, sehr viel los, recht teuer.",4.0,2023-02-26,de,0.4665217697620392,0.22984151542186737,0.30363672971725464
87,Lost Weekend,4.4,Vishnu sunil,so many activities on a daily basis. pub quiz is the highlight!,5.0,2023-02-25,en,0.019264180213212967,0.07568271458148956,0.9050531387329102
88,Lost Weekend,4.4,G,tasty “chicken” (soy) wrap and super nice matcha 🍵 latte. great place to study and work,5.0,2023-02-20,en,0.026692628860473633,0.11755285412073135,0.8557544946670532
89,Lost Weekend,4.4,rhpotsi 3rhc,"die atmosphäre war wirklich top, wir waren vor ort als eine live band gespielt hat. leider zu wenig sitzmöglichkeit und aus meiner sicht wurden bei den alkoholischen getränken sehr mit dem alkohol gespart. preis ist noch ok. trotzdem war es ganz gut.",4.0,2023-02-19,de,0.21238379180431366,0.14068785309791565,0.6469284296035767
90,Lost Weekend,4.4,Käptn Tousu,"waren zur comedy night hier. es war super viel los und ohne bestuhlung wär die atmosphäre lockerer gewesen. sonst alles fein, bedienung war gut, die comedy war ebenfalls zum teil wirklich lustig und es war ein toller abend.",4.0,2023-02-16,de,0.056805502623319626,0.09648493677377701,0.8467095494270325
91,Lost Weekend,4.4,Sophie Renard,"viiiiiel zu teuer, für das was man bekommt (überwasserte cocktails, 0,33 bier für 4€), das personal ist nett und cool, aber viiel zu langsam für den ansturm, den es immer gibt. damit ist es zu voll und zu laut. die aktionen an sich sind cool, aber das setting gibt es einfach nicht her, einen wirklich entspannten und coolen abend zu erleben.  tee refill ist allerdings eine ziemlich schöne sache",2.0,2023-02-15,de,0.12011351436376572,0.10074875503778458,0.7791377305984497
92,Lost Weekend,4.4,Andrew Cox,buzzing atmosphere and nice cafe food.,5.0,2023-02-12,en,0.018833134323358536,0.07193771004676819,0.9092291593551636
93,Lost Weekend,4.4,Günter Gebert,"if you feel like revisiting the hipster culture of the early 2000s, by all means, go there. it is annoying, the staff is half trained and lots of pseudo-individual students brood over their macbooks, concocting the next great paper in economics.
the food is average but expensive, the coffee is...well. you don't go here bc of enjoyment but bc of your flawed lifestyle choices. if you are looking for good coffee, cakes and food...there are lots of far better options just round the corner.",1.0,2023-02-12,en,0.914691150188446,0.06373666226863861,0.02157215029001236
94,Lost Weekend,4.4,lisa xx,"essen mega, alles vegan, atmosphäre auch 10/10, einziger kritikpunkt ist das etwas rudimentäre klo",5.0,2023-02-12,de,0.8227133750915527,0.1219664216041565,0.05532010644674301
95,Lost Weekend,4.4,William,really an amazing place with an amazing team! chill and party vibes but always a blast! simply love it. every. time.,5.0,2023-02-10,en,0.016929036006331444,0.04631517827510834,0.9367558360099792
96,Lost Weekend,4.4,Rana Yüm,"the employees are careless and rude they don’t even smile back, obviously everbody is studying or working still the lights are not on and the music is way too loud. i wish there were more study cafes in munich so wouldn’t have to come here",1.0,2023-02-05,en,0.9515269994735718,0.03620767593383789,0.01226525753736496
97,Lost Weekend,4.4,Musa Kokcen,the ambiance is very nice and vibrant.,5.0,2023-02-05,en,0.017373036593198776,0.0829625055193901,0.8996644616127014
98,Lost Weekend,4.4,Vincent König,die beschwerden über langsames und unfreundliches personal sind für mich nicht nachvollziehbar. man arbeitet dort halt nicht hektisch. was ich gut finde. die abendangebote sind toll und das ambiente ist einfach nett. die preise sind fair und die musik ist meistens (😉) gut. ich freue mich schon aufs nächste mal.,5.0,2023-02-04,de,0.07106760144233704,0.06661804765462875,0.8623143434524536
99,Lost Weekend,4.4,F2,"ein sehr angenehmer ort mit freundlichem personal, leckeren snacks und fantastischen kaffee.
studentisches, modernes ambiente, welches zum arbeiten - alleine oder in gruppen - einlädt, solange man sich nicht von der meist hohen lautstärke ablenken lässt.",5.0,2023-02-03,de,0.07751829922199249,0.1420130431652069,0.7804686427116394
100,Lost Weekend,4.4,Franzi Z,"great variation between day (nice for studying and working as well as catching up and having a coffee/tea) and nighttime, with different events on every night!

really fair pricing for snacks, treats and drinks that are 100% vegan and freshly made.

super friendly and open atmosphere created from staff as well as customers.

highly recommend!",5.0,2023-02-01,en,0.020178962498903275,0.09674608707427979,0.883074939250946
101,Lost Weekend,4.4,Nils Kurzen,"auf dem schild des locas steht fett: love kills capitalism, dann kostet der kaffee (den es natürlich nicht mit ,normaler‘ milch gibt) 4€ + …",1.0,2023-02-01,de,0.3714214563369751,0.5670048594474792,0.06157369911670685
102,Lost Weekend,4.4,Lorenzo Siniscalchi,sehr unfreundlich,1.0,2023-02-01,de,0.9518715739250183,0.024773893877863884,0.02335451729595661
