index,name,rating,author_title,review_text,review_rating,date,language,negative,neutral,positive
17,Lost Weekend,4.4,Miguel Fernandez,"['amazing', 'feeling', ',', 'university', 'bar', ',', 'alternative', ',', 'inclusive', ',', 'mix', 'event', 'offer', 'kind', 'people']",5.0,2023-08-24,en,0.04341231659054756,0.11931199580430984,0.8372756838798523
18,Lost Weekend,4.4,Siran,"['stay', 'long', 'want', 'stuff', ',', 'provide', 'bother', 'crowd', 'noise', '!', 'atmosphere', 'cozy', 'contemporary', '.']",4.0,2023-08-24,en,0.17888325452804565,0.36799517273902893,0.45312151312828064
19,Lost Weekend,4.4,V Y,"['happen', '„', 'student', 'vibe', '""', 'maxvorstadt', '.', 'open', 'stage', 'monday', ',', 'open', 'mic', 'poetry', 'night', 'tuesday', ',', 'latin', 'night', 'wednseday', '.', 'today', '(', 'thursday', ')', 'comedy', 'night', '.', 'grab', 'drink', '(', 'fancy', ')', 'immerse', 'atmosphere', '.', 'laptop', 'labyrinth', 'daytime', 'people', 'nearby', 'lmu', 'try', 'work', '/', 'study', '.']",5.0,2023-08-24,en,0.22463838756084442,0.501971423625946,0.27339017391204834
20,Lost Weekend,4.4,Paul O,"['Mega', 'laden', 'Programm', 'fast']",5.0,2023-08-22,de,0.12123479694128036,0.32287052273750305,0.5558946132659912
21,Lost Weekend,4.4,Carina Blömacher,"['Schön', 'ambient', 'Kaffeespezialität', 'entkoffeinieren', 'verfügbar', '--']",5.0,2023-08-21,de,0.024178998544812202,0.24815945327281952,0.7276616096496582
22,Lost Weekend,4.4,Jens,"['antikapitalistisch', 'Ausrichtung', 'Laden', 'Dorn', 'Auge', '---', 'Kundschaft', 'möglichst', 'warten', 'lassen', 'scheinen', 'geschäftsmodells', '--', 'Okay', '-', 'Aufpreis', 'falls', 'to-go', 'bestellen', '-', 'bescheueren', '--']",2.0,2023-08-08,de,0.8247454762458801,0.09435705840587616,0.08089743554592133
23,Lost Weekend,4.4,Alexander Bachmaier,"['entspannen', 'Atmosphäre', '--', 'überteuern']",4.0,2023-08-08,de,0.7536009550094604,0.11869930475950241,0.1276998221874237
25,Lost Weekend,4.4,Roman Ramseger,"['prinzip', '1ster', '--', '0,33er', 'Helles', 'verkaufen', '--']",1.0,2023-08-02,de,0.3583057224750519,0.5872389674186707,0.054455243051052094
26,Lost Weekend,4.4,Vanessa Mesquita,"['morning', '.', 'unable', 'hear', '.', 'loud', 'music', ',', 'socket', 'charge', 'computer', '.', 'ok', ',', 'maybe', 'good', '.', ',', 'employee', 'bad', 'mood', '.']",1.0,2023-08-01,en,0.8866510987281799,0.09918613731861115,0.014162793755531311
27,Lost Weekend,4.4,Dilara HACIOĞLU,"['sweet', 'spot', 'vegan', 'option', 'flea', 'markt', 'hold', 'pretty', 'nice', ':)']",5.0,2023-07-31,en,0.036313291639089584,0.15027454495429993,0.8134121298789978
29,Lost Weekend,4.4,Özgür Deniz Akıncı,"['saturday', 'evening', 'good', 'night', '.']",5.0,2023-07-30,en,0.03992951288819313,0.0768301710486412,0.883240282535553
30,Lost Weekend,4.4,Kirill Drozdov,"['update', ':', 'amazing', 'network', 'people', '.', '""', 'love', 'kill', '""', '.', 'true', '🙂']",5.0,2023-07-27,en,0.014646097086369991,0.06429258733987808,0.9210612773895264
31,Lost Weekend,4.4,Maritina Leontiou,"['love', ',', 'day', ',', 'study', ',', 'work', 'vibe', '.', 'good', 'student', 'socialising', ',', 'good', 'atmosphere', 'good', 'drink', '/', 'snack', ',', 'affordable', 'price', '.', '.']",5.0,2023-07-26,en,0.03717799112200737,0.09305475652217865,0.8697673082351685
32,Lost Weekend,4.4,Andreas Unverdorben,"['coole', 'location']",5.0,2023-07-26,en,0.06269966810941696,0.15113763511180878,0.7861626744270325
33,Lost Weekend,4.4,Lukas Rudolph,"['versuchen', 'rauszufind', '--', 'Personal', 'pflaumen', '--', 'hey', '--', '--', '--', 'nervig', 'Leute', 'reingehen', '--', '--', 'hab', 'Türschwelle', 'innen', 'blicken', 'Frage', 'umgeschauen', '--', '--', 'danke', 'freundlich', 'Begrüßung', '--']",1.0,2023-07-26,de,0.5959904789924622,0.204080730676651,0.19992873072624207
34,Lost Weekend,4.4,NiCation Youtube Channel (Nication.Foodie),"['Frage', 'iced', 'latte', 'stellen', 'Servicekraft', 'antworten', 'drauf', '--', 'verzieh', 'Gesicht', 'nerv', '--', 'weiterhin', '--', 'einfach', 'englisch', 'weiterrede', '--', '\n  ', 'Stelle', 'heraus', '--', 'deutsch', 'verstehen', '--', 'Problem', '--', 'einfach', 'englisch', 'kommunizieren', 'Kunde', 'anzuglotzen', 'selber', 'sprechen', 'versuchen', '--']",2.0,2023-07-24,de,0.821824312210083,0.1555052399635315,0.022670399397611618
35,Lost Weekend,4.4,Waldemar Miller,"['lad', '24:00', 'öffnen', 'servieren', '19:00', '--', '   ', 'schaden', '--']",2.0,2023-07-19,de,0.9163913726806641,0.0687774270772934,0.014831176958978176
36,Lost Weekend,4.4,Claudine Cu,"['good', 'vibe', '.', 'small', '.']",4.0,2023-07-18,en,0.1307859569787979,0.3398149609565735,0.5293990969657898
37,Lost Weekend,4.4,Jan Reisert,"['7', 'München', '--', 'Flair', '-', 'ambient', 'Mensch', '--', 'anstellen', 'gäste', '--', 'einfach', 'mega', '--', 'kulinarisch', '--', 'individuell', 'Lost', 'weekend', 'beschreiben', '--', '\n\n  ', 'einzig', 'Manko', 'Wlan', '--', 'gerne', 'arbeit', 'Student', 'eduroam', 'Zugang', '--', 'Verzweifle', 'regelmäßig', '--', 'nachmittags', '--', '--', 'weshalb', 'aufhalen', '--', 'gerne', 'ändern', '--', '--', 'Handy', 'hotspot', 'geben', '--', 'zuletzt', 'Hab', 'glatt', 'mobil', 'daten', 'aufgebraucht', '--', 'schaffen', '--', '\n  ', 'ordentlich', 'Internet', 'kosten', 'heutzutage', '--', 'bitte', 'Fahrt', 'Leitung', '--', 'lieben', '--', '--']",3.0,2023-07-13,de,0.41861164569854736,0.2521739602088928,0.3292144238948822
38,Lost Weekend,4.4,Tom Fritz,"['extrem', 'ineffizient', 'Personal', '--', 'warten', 'circa', '15', '20', 'Minute', 'schlangen', '--', '--', 'Bedienung', '--', 'gleichzeitig', 'arbeitend', 'Mitarbeiter', '--', 'kaffen', 'gleichzeitig', '--', 'einzeln', 'dauern', 'Minute', '--', 'erstmal', 'maschin', 'Putz', 'null', 'nächster', 'Bestellung', '--', 'anstatt', 'mehrere', 'Kunde', 'gleichzeitig', 'riesig', 'Maschine', '--', 'nervenzerreibend', '--', '--', 'eigentlich', 'Gebäck', '--', 'Sicht', 'Betreiber', 'unverständlich', '-', 'Umsatz', 'entgehen', '--']",1.0,2023-07-10,de,0.6460539102554321,0.29874420166015625,0.05520184710621834
39,Lost Weekend,4.4,Mathe Mann,"['Coole', 'Event', '---', 'Lover', 'Dragshow', '--', 'Event', 'Cool', '--', 'definitiv', '--', 'sehen', '--', 'voll', '--', '\n  ', 'nett', 'vegan', 'Option', '--', 'ziemlich', 'teuer', '--']",4.0,2023-07-04,de,0.42277583479881287,0.20365527272224426,0.37356889247894287
40,Lost Weekend,4.4,Gregory Schröder,"['busy', ',', 'cool', 'university', 'atmosphere', '.', 'people', 'laptop', '.', 'self', '-', 'service', '.', 'vegan', '.', 'nice', ',', 'cake', 'small', '.']",5.0,2023-07-02,en,0.07222876697778702,0.3244050443172455,0.6033661961555481
41,Lost Weekend,4.4,NEO WONG,"['nice', 'self', '-', 'serve']",3.0,2023-06-26,en,0.10046935081481934,0.14914219081401825,0.750388503074646
42,Lost Weekend,4.4,Natascha Plac.,"['viben', 'laden', 'obwohl', 'besuch', '--', 'essen', 'komplett', 'Vegan', '--', 'Super', '--', 'besonderer', '--', 'Wraps', '--', 'sandwich', 'kuchen', '--', '--', 'Angebot', 'deutlich', '--', 'best', 'vegan', 'Philly', 'Cheese', 'sandwich', '--', '--']",4.0,2023-06-25,de,0.10303834080696106,0.1454065591096878,0.7515551447868347
43,Lost Weekend,4.4,Hsuan,"['favorite', 'city', '!']",5.0,2023-06-25,en,0.02269379422068596,0.08239930123090744,0.8949069380760193
44,Lost Weekend,4.4,Hattie,"['vegan', '!', 'studenty', 'busy', 'great', 'atmosphere', '.', 'plus', 'organise', 'event', 'time', ':)']",5.0,2023-06-20,en,0.020369334146380424,0.11000517010688782,0.8696255683898926
45,Lost Weekend,4.4,Georgi Gialamas,"['cool', 'spot', ',', 'sign', 'entrance', '„', 'love', 'kill', 'capitalism', '""', 'sense', '.', 'free', '.', 'pay', 'money', '.']",3.0,2023-06-13,en,0.891285240650177,0.08398096263408661,0.024733779951930046
46,Lost Weekend,4.4,Berk ORAN,"['exciting', 'bar', ',', 'suprise', 'event']",5.0,2023-06-11,en,0.19747543334960938,0.19363565742969513,0.6088888645172119
47,Lost Weekend,4.4,Arno Eggers,"['--', 'Preis', 'München', 'Lage', 'Ordnung', '--', 'gemütlich', 'Super', 'besonderer', '--']",4.0,2023-06-10,de,0.11608084291219711,0.21195635199546814,0.6719628572463989
48,Lost Weekend,4.4,Quinn Winters,"['good', 'hipster', 'vibe', 'nice', 'people', 'work', '.', 'average', 'shop', 'write', 'home', 'snob', '.', 'way', 'fulfill', 'knock', 'star', 'wise', '5', 'star', 'review', '.', '\n\n  ', 'pace', 'employee', 'prepare', 'food', 'drink', 'frustratingly', 'slow', 'counter', 'understaffed', 'delegate', '.', 'practice', ',', 'mean', 'wait', 'person', 'line', ',', 'pay', 'receive', 'line', 'forward', '.', 'shop', 'like', 'man', 'vs.', 'machine', 'multiple', 'people', 'bar', 'line', '2', '-', '3x', 'fast', 'lose', 'weekend', '.', '\n\n  ', 'lose', 'weekend', 'good', 'stay', 'day', 'work', ',', 'walk', 'poke', 'head', 'line', 'long', ',', 'generally', 'worth', 'wait', '.']",3.0,2023-06-10,en,0.5981081128120422,0.2602800726890564,0.14161179959774017
49,Lost Weekend,4.4,Petrus Gerryts,"['kinda', 'interesting', ',', 'different', 'happen', 'space', '.', 'love', 'pop', ',', 'staff', 'super', 'friendly', '.']",5.0,2023-06-05,en,0.02349664457142353,0.0985303595662117,0.8779730200767517
50,Lost Weekend,4.4,Andreas Zoellner,"['wifi', 'work', '.', 'staff', 'care', '.', 'fool', 'people', 'work', 'laptop', '-', 'likely', 'access', 'university', 'wifi', '.']",1.0,2023-06-05,en,0.8127005100250244,0.16473987698554993,0.02255963534116745
51,Lost Weekend,4.4,Julia Be.,"['studentenkaffee', 'lieben', 'barista-damen', '--', 'allzu', 'teuer', 'gemütlich', 'hübsch', 'einrichten', '--', 'einfach', '--', '\n  ', 'milch-alternativ', 'Verfügung', '--', '\n  ', 'abend', 'besonderer', 'Programm', '--', 'Comedy', 'Poetry', 'Slam', '......', 'uvm']",5.0,2023-05-24,de,0.07719197124242783,0.16941559314727783,0.7533923983573914
52,Lost Weekend,4.4,Alejandra,"['food', 'atmosphere', 'great', '🤩', '\n  ', '4', '€', 'banana', 'bread', '…']",3.0,2023-05-16,en,0.055147938430309296,0.15778224170207977,0.7870697975158691
54,Lost Weekend,4.4,Anastasia B,"['vibe', 'einfach']",5.0,2023-05-08,en,0.07387834042310715,0.38469892740249634,0.5414227247238159
55,Lost Weekend,4.4,natalie dudova,"['lose', 'weekend', 'breakfast', '.', 'half', 'snack', 'menu', 'ready', ',', 'end', 'hummus', 'wrap', 'bad', ',', '.', 'drink', 'elderflower', 'lavender', 'tea', ',', 'turn', 'disaster', '..', 'cost', '4,5', 'euro', 'sort', 'sirup', ',', 'definitely', 'herb', 'thought(it', 'sweet', 'reason', ')', 'come', 'glass', '.', 'hot', 'tea', 'come', 'mug', 'reason', '..', 'hold', 'glass', 'properly', 'drink', 'uncomfortable', '.', 'waitress', 'forget', 'tea', 'twice', 'serve', 'different', 'flavour', '.', 'visit', 'lost', 'weekend', '.']",2.0,2023-05-08,en,0.8550184369087219,0.10726100206375122,0.03772062808275223
56,Lost Weekend,4.4,Niloufar Taghizoghi,"['enjoy', 'lively', 'energetic', 'atmosphere', 'shop', ',', 'complement', 'great', 'delectable', 'butter', 'pretzel', '!', 'proximity', 'university', 'mean', 'bustle', 'young', 'individual', ',', 'enjoyable', '.']",5.0,2023-05-07,en,0.029573954641819,0.09165307134389877,0.8787729740142822
57,Lost Weekend,4.4,Lorenz,"['nice', 'good', '.', 'study', 'recommend', '.', 'suit', 'quick', 'drink', 'break', 'study', '.']",5.0,2023-05-02,en,0.2062445878982544,0.2643861770629883,0.5293692946434021
58,Lost Weekend,4.4,Alma R.,"['zufällig', 'dran', 'vorbei', 'sofort', 'verlieben', '--', 'wohlfühl', '--', 'Super', 'Lecker', '--', 'locker', 'gemütlich', '--', '--', 'vegan', '😍']",5.0,2023-05-01,de,0.02166951261460781,0.051122035831213,0.9272084832191467
59,Lost Weekend,4.4,Irma Pobric,"['10', 'star', '.', '\n  ', 'dear', 'lost', 'weekend', 'team', ',', '\n  ', 'want', 'huge', 'compliment', 'service', '!', 'yesterday', 'lot', 'friend', 'sooo', 'people', 'look', 'like', 'super', 'busy', 'morning', 'flea', 'market', 'drink', 'food', 'delicious', 'service', 'fast', 'super', 'friendly', '!', '!']",5.0,2023-05-01,en,0.09812022745609283,0.12625207006931305,0.7756276726722717
60,Lost Weekend,4.4,Savannah Pearson,"['come', 'time', 'visit', '!', 'cool', 'good', 'vegan', 'schnitzel', 'sandwich', '🤩']",5.0,2023-04-26,en,0.02037130482494831,0.12039975076913834,0.8592289090156555
61,Lost Weekend,4.4,Boris Strochkov,"['nice', 'student', ',', 'crowd']",5.0,2023-04-26,en,0.6161524057388306,0.21669630706310272,0.1671513319015503
62,Lost Weekend,4.4,Nil Den,"['good', 'energy', 'big', 'open', 'space', '.', 'good', 'music', 'student', 'work', '👍', '🏼', 'average', '(', 'vegan', ')', 'food', '&']",4.0,2023-04-25,en,0.01666181907057762,0.114179328083992,0.8691588044166565
63,Lost Weekend,4.4,Henrik Mitsch,"['lose', 'weekend', 'favorite', 'vegan', 'café', '.']",5.0,2023-04-23,en,0.026282766833901405,0.13779263198375702,0.8359246253967285
64,Lost Weekend,4.4,Nikita Panyam,"['super', 'friendly', 'cafe', 'student', 'hangout', 'chill', '!', '!']",5.0,2023-04-16,en,0.020423991605639458,0.1430695801973343,0.8365064263343811
65,Lost Weekend,4.4,Leonard Monni,"['great', 'study', 'sip', 'beer', '!', 'food', 'quality', 'improve']",4.0,2023-04-15,en,0.027797969058156013,0.09801966696977615,0.874182403087616
66,Lost Weekend,4.4,Ma Nu,"['Stimmung', 'Leck', 'drinks']",5.0,2023-04-15,de,0.013507051393389702,0.08946657180786133,0.8970263004302979
67,Lost Weekend,4.4,Yvonne Liew,"['food', 'drink', 'taste', '-', '..', 'particularly', 'comfortable', 'cosy', '.', 'student', 'look', 'sit', 'work', 'laptop', 'pressure', 'ordering', ',', 'like', '.']",2.0,2023-04-14,en,0.378166526556015,0.31199708580970764,0.30983638763427734
68,Lost Weekend,4.4,Jamie James,"['schön', '--', 'Gemütlich', 'ambienen', '--', 'Preis', 'deutlich', 'günstig', 'restlich', 'Umgebung', '--', 'personal', 'freundlich', '--', '\n  ', 'besuchen', '--', 'Gruppe', 'ungeeignet', '--', 'alleine', 'Glück', '--']",5.0,2023-04-14,de,0.04348503053188324,0.08232611417770386,0.8741888999938965
69,Lost Weekend,4.4,hasene gulsah,"[',', 'basically', '-', '-', 'school', 'vegan', 'canteen🧋']",4.0,2023-04-12,en,0.5584380626678467,0.38994085788726807,0.051621075719594955
70,Lost Weekend,4.4,Disha Makkar,"['perfect', ',', 'help', 'revisit', '.', 'live', 'band', ',', 'vibe', ',', 'crowd', 'great', '!', 'minus', ':', 'house', 'wine', '-', 'funny', ',', 'recommend', '.', 'like', 'low', 'quality', 'alcohol', ',', 'quantity', 'quality', '(', 'taste', 'quality', ')']",5.0,2023-04-09,en,0.3347899615764618,0.20003056526184082,0.4651793837547302
71,Lost Weekend,4.4,Serkan Atmaca,"['cool', '!']",5.0,2023-04-07,en,0.12133467197418213,0.2400621920824051,0.638603150844574
72,Lost Weekend,4.4,Tom Catania,"['probably', '-', 'cafés', '.', 'bustle', 'student', ',', 'young', 'artist', 'music', ',', 'offer', 'great', ',', 'vegan', 'sandwich', 'high', '-', 'quality', ',', 'tea', 'drink', 'regularly', 'host', 'cultural', 'event', 'evening', '.', 'briefly', 'visit', 'city', ',', 'near', 'academic', 'quarter', 'english', 'garden', ',', 'recommend', 'visit']",5.0,2023-04-06,en,0.09062015265226364,0.2568737268447876,0.6525061726570129
73,Lost Weekend,4.4,Yesser,"['great', 'work', '.', 'come', 'early', 'fill', 'quickly', '.']",5.0,2023-04-05,en,0.18089446425437927,0.25821951031684875,0.560886025428772
74,Lost Weekend,4.4,Lilly Koppitz,"['Bombe', 'voll', '--', 'toll', 'Retro', 'Musik', 'Cafe', 'tollen', 'Treffpunk', '--']",5.0,2023-04-02,de,0.022896690294146538,0.07141312956809998,0.9056901335716248
75,Lost Weekend,4.4,Antonio Lacosta,"['great', 'atmosphere', 'good', '.', 'chocolate', 'cake', 'masterpiece', '!']",5.0,2023-04-01,en,0.017049789428710938,0.045386407524347305,0.9375637769699097
76,Lost Weekend,4.4,andreas gegenfurtner,"['gemütlich', 'Café', 'vorwiegend', '--', 'studentisch', '-', 'bieten', 'Auswahl', 'vegan', 'Gericht', 'Snack', '--', 'Personal', 'freundlich', 'zuvorkommend', 'Preis', 'Moderat', '--', 'lost', 'weekend', 'auszeichn', '--', 'live-musik', '--', 'aufführen', '--']",4.0,2023-03-28,de,0.10078318417072296,0.3559350073337555,0.5432817935943604
77,Lost Weekend,4.4,Ármin Eszéky,"['cool', 'vibe', '!']",5.0,2023-03-27,en,0.012740734964609146,0.06744666397571564,0.9198125600814819
78,Lost Weekend,4.4,Angel Angel,"['great', 'atmosphere', '.', 'vegan', 'taste', 'amazing', '.']",5.0,2023-03-26,en,0.020324895158410072,0.06879419833421707,0.9108808636665344
79,Lost Weekend,4.4,Emin Buğra Saral,"['sure', 'deserve', 'lose', 'weekend', '.', ':)']",5.0,2023-03-16,en,0.08085495978593826,0.19156315922737122,0.7275818586349487
80,Lost Weekend,4.4,Luis Wiedmann,"['Hippe', 'Cafe']",5.0,2023-03-15,de,0.09166858345270157,0.2189030647277832,0.6894283294677734
81,Lost Weekend,4.4,Cornelius Binke,"['Nicer', 'laden', '--', '--']",5.0,2023-03-12,de,0.930185079574585,0.039934828877449036,0.029880106449127197
82,Lost Weekend,4.4,Magdalena Pancewicz,"['great', '!', 'great', 'service', ',', 'great', 'cocktail', ',', 'tasty', 'food', ',', 'amazing', 'vibe', '.', 'feel', 'like', 'bar', '.']",5.0,2023-03-05,en,0.01674112118780613,0.05272004380822182,0.9305387735366821
83,Lost Weekend,4.4,Madalina Petrean,"['cool', 'vibe', '.', 'great', 'music', ',', 'atmosphere', ',', 'find', 'mood', 'amazing', 'friday', 'night', '.', 'live', 'concert', '💫']",5.0,2023-03-05,en,0.011580218560993671,0.058451756834983826,0.929967999458313
84,Lost Weekend,4.4,Matthias Frerick,"['modern', 'ambitioniert', '--', 'wichtig', 'eigenschaft', 'Cafés', 'beschreiben', '--', 'vegan', '--', 'Kompromi', '-', 'Ort', 'fragen', '--', 'voll', '--', 'Erfolg', 'Café', 'vorwerfen', '--']",5.0,2023-03-04,de,0.19938312470912933,0.4277569353580475,0.3728599548339844
85,Lost Weekend,4.4,Jasmin,"['Cool', 'vegan', 'Café', '--', 'Croissant', 'schmecken', 'Café', 'super', '--']",4.0,2023-02-28,de,0.018880199640989304,0.06656219810247421,0.9145576357841492
86,Lost Weekend,4.4,Antonia Klocker,"['Cool', 'Atmosphäre', '--', '--', 'teuer', '--']",4.0,2023-02-26,de,0.4665217697620392,0.22984151542186737,0.30363672971725464
87,Lost Weekend,4.4,Vishnu sunil,"['activity', 'daily', 'basis', '.', 'pub', 'quiz', 'highlight', '!']",5.0,2023-02-25,en,0.019264180213212967,0.07568271458148956,0.9050531387329102
88,Lost Weekend,4.4,G,"['tasty', '""', 'chicken', '""', '(', 'soy', ')', 'wrap', 'super', 'nice', 'matcha', '🍵', 'latte', '.', 'great', 'study', 'work']",5.0,2023-02-20,en,0.026692628860473633,0.11755285412073135,0.8557544946670532
